date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end,is_year_end
2022-10-24,2022-10-24,2022,4,10,October,43,24,1,Monday,False,False,False,False
2022-10-25,2022-10-25,2022,4,10,October,43,25,2,Tuesday,False,False,False,False
2022-10-26,2022-10-26,2022,4,10,October,43,26,3,Wednesday,False,False,False,False
2022-10-27,2022-10-27,2022,4,10,October,43,27,4,Thursday,False,False,False,False
2022-10-28,2022-10-28,2022,4,10,October,43,28,5,Friday,False,False,False,False
2022-10-29,2022-10-29,2022,4,10,October,43,29,6,Saturday,True,False,False,False
2022-10-30,2022-10-30,2022,4,10,October,43,30,7,Sunday,True,False,False,False
2022-10-31,2022-10-31,2022,4,10,October,44,31,1,Monday,False,True,False,False
2022-11-01,2022-11-01,2022,4,11,November,44,1,2,Tuesday,False,False,False,False
2022-11-02,2022-11-02,2022,4,11,November,44,2,3,Wednesday,False,False,False,False
2022-11-03,2022-11-03,2022,4,11,November,44,3,4,Thursday,False,False,False,False
2022-11-04,2022-11-04,2022,4,11,November,44,4,5,Friday,False,False,False,False
2022-11-05,2022-11-05,2022,4,11,November,44,5,6,Saturday,True,False,False,False
2022-11-06,2022-11-06,2022,4,11,November,44,6,7,Sunday,True,False,False,False
2022-11-07,2022-11-07,2022,4,11,November,45,7,1,Monday,False,False,False,False
2022-11-08,2022-11-08,2022,4,11,November,45,8,2,Tuesday,False,False,False,False
2022-11-09,2022-11-09,2022,4,11,November,45,9,3,Wednesday,False,False,False,False
2022-11-10,2022-11-10,2022,4,11,November,45,10,4,Thursday,False,False,False,False
2022-11-11,2022-11-11,2022,4,11,November,45,11,5,Friday,False,False,False,False
2022-11-12,2022-11-12,2022,4,11,November,45,12,6,Saturday,True,False,False,False
2022-11-13,2022-11-13,2022,4,11,November,45,13,7,Sunday,True,False,False,False
2022-11-14,2022-11-14,2022,4,11,November,46,14,1,Monday,False,False,False,False
2022-11-15,2022-11-15,2022,4,11,November,46,15,2,Tuesday,False,False,False,False
2022-11-16,2022-11-16,2022,4,11,November,46,16,3,Wednesday,False,False,False,False
2022-11-17,2022-11-17,2022,4,11,November,46,17,4,Thursday,False,False,False,False
2022-11-18,2022-11-18,2022,4,11,November,46,18,5,Friday,False,False,False,False
2022-11-19,2022-11-19,2022,4,11,November,46,19,6,Saturday,True,False,False,False
2022-11-20,2022-11-20,2022,4,11,November,46,20,7,Sunday,True,False,False,False
2022-11-21,2022-11-21,2022,4,11,November,47,21,1,Monday,False,False,False,False
2022-11-22,2022-11-22,2022,4,11,November,47,22,2,Tuesday,False,False,False,False
2022-11-23,2022-11-23,2022,4,11,November,47,23,3,Wednesday,False,False,False,False
2022-11-24,2022-11-24,2022,4,11,November,47,24,4,Thursday,False,False,False,False
2022-11-25,2022-11-25,2022,4,11,November,47,25,5,Friday,False,False,False,False
2022-11-26,2022-11-26,2022,4,11,November,47,26,6,Saturday,True,False,False,False
2022-11-27,2022-11-27,2022,4,11,November,47,27,7,Sunday,True,False,False,False
2022-11-28,2022-11-28,2022,4,11,November,48,28,1,Monday,False,False,False,False
2022-11-29,2022-11-29,2022,4,11,November,48,29,2,Tuesday,False,False,False,False
2022-11-30,2022-11-30,2022,4,11,November,48,30,3,Wednesday,False,True,False,False
2022-12-01,2022-12-01,2022,4,12,December,48,1,4,Thursday,False,False,False,False
2022-12-02,2022-12-02,2022,4,12,December,48,2,5,Friday,False,False,False,False
2022-12-03,2022-12-03,2022,4,12,December,48,3,6,Saturday,True,False,False,False
2022-12-04,2022-12-04,2022,4,12,December,48,4,7,Sunday,True,False,False,False
2022-12-05,2022-12-05,2022,4,12,December,49,5,1,Monday,False,False,False,False
2022-12-06,2022-12-06,2022,4,12,December,49,6,2,Tuesday,False,False,False,False
2022-12-07,2022-12-07,2022,4,12,December,49,7,3,Wednesday,False,False,False,False
2022-12-08,2022-12-08,2022,4,12,December,49,8,4,Thursday,False,False,False,False
2022-12-09,2022-12-09,2022,4,12,December,49,9,5,Friday,False,False,False,False
2022-12-10,2022-12-10,2022,4,12,December,49,10,6,Saturday,True,False,False,False
2022-12-11,2022-12-11,2022,4,12,December,49,11,7,Sunday,True,False,False,False
2022-12-12,2022-12-12,2022,4,12,December,50,12,1,Monday,False,False,False,False
2022-12-13,2022-12-13,2022,4,12,December,50,13,2,Tuesday,False,False,False,False
2022-12-14,2022-12-14,2022,4,12,December,50,14,3,Wednesday,False,False,False,False
2022-12-15,2022-12-15,2022,4,12,December,50,15,4,Thursday,False,False,False,False
2022-12-16,2022-12-16,2022,4,12,December,50,16,5,Friday,False,False,False,False
2022-12-17,2022-12-17,2022,4,12,December,50,17,6,Saturday,True,False,False,False
2022-12-18,2022-12-18,2022,4,12,December,50,18,7,Sunday,True,False,False,False
2022-12-19,2022-12-19,2022,4,12,December,51,19,1,Monday,False,False,False,False
2022-12-20,2022-12-20,2022,4,12,December,51,20,2,Tuesday,False,False,False,False
2022-12-21,2022-12-21,2022,4,12,December,51,21,3,Wednesday,False,False,False,False
2022-12-22,2022-12-22,2022,4,12,December,51,22,4,Thursday,False,False,False,False
2022-12-23,2022-12-23,2022,4,12,December,51,23,5,Friday,False,False,False,False
2022-12-24,2022-12-24,2022,4,12,December,51,24,6,Saturday,True,False,False,False
2022-12-25,2022-12-25,2022,4,12,December,51,25,7,Sunday,True,False,False,False
2022-12-26,2022-12-26,2022,4,12,December,52,26,1,Monday,False,False,False,False
2022-12-27,2022-12-27,2022,4,12,December,52,27,2,Tuesday,False,False,False,False
2022-12-28,2022-12-28,2022,4,12,December,52,28,3,Wednesday,False,False,False,False
2022-12-29,2022-12-29,2022,4,12,December,52,29,4,Thursday,False,False,False,False
2022-12-30,2022-12-30,2022,4,12,December,52,30,5,Friday,False,False,False,False
2022-12-31,2022-12-31,2022,4,12,December,52,31,6,Saturday,True,True,True,True
2023-01-01,2023-01-01,2023,1,1,January,52,1,7,Sunday,True,False,False,False
2023-01-02,2023-01-02,2023,1,1,January,1,2,1,Monday,False,False,False,False
2023-01-03,2023-01-03,2023,1,1,January,1,3,2,Tuesday,False,False,False,False
2023-01-04,2023-01-04,2023,1,1,January,1,4,3,Wednesday,False,False,False,False
2023-01-05,2023-01-05,2023,1,1,January,1,5,4,Thursday,False,False,False,False
2023-01-06,2023-01-06,2023,1,1,January,1,6,5,Friday,False,False,False,False
2023-01-07,2023-01-07,2023,1,1,January,1,7,6,Saturday,True,False,False,False
2023-01-08,2023-01-08,2023,1,1,January,1,8,7,Sunday,True,False,False,False
2023-01-09,2023-01-09,2023,1,1,January,2,9,1,Monday,False,False,False,False
2023-01-10,2023-01-10,2023,1,1,January,2,10,2,Tuesday,False,False,False,False
2023-01-11,2023-01-11,2023,1,1,January,2,11,3,Wednesday,False,False,False,False
2023-01-12,2023-01-12,2023,1,1,January,2,12,4,Thursday,False,False,False,False
2023-01-13,2023-01-13,2023,1,1,January,2,13,5,Friday,False,False,False,False
2023-01-14,2023-01-14,2023,1,1,January,2,14,6,Saturday,True,False,False,False
2023-01-15,2023-01-15,2023,1,1,January,2,15,7,Sunday,True,False,False,False
2023-01-16,2023-01-16,2023,1,1,January,3,16,1,Monday,False,False,False,False
2023-01-17,2023-01-17,2023,1,1,January,3,17,2,Tuesday,False,False,False,False
2023-01-18,2023-01-18,2023,1,1,January,3,18,3,Wednesday,False,False,False,False
2023-01-19,2023-01-19,2023,1,1,January,3,19,4,Thursday,False,False,False,False
2023-01-20,2023-01-20,2023,1,1,January,3,20,5,Friday,False,False,False,False
2023-01-21,2023-01-21,2023,1,1,January,3,21,6,Saturday,True,False,False,False
2023-01-22,2023-01-22,2023,1,1,January,3,22,7,Sunday,True,False,False,False
2023-01-23,2023-01-23,2023,1,1,January,4,23,1,Monday,False,False,False,False
2023-01-24,2023-01-24,2023,1,1,January,4,24,2,Tuesday,False,False,False,False
2023-01-25,2023-01-25,2023,1,1,January,4,25,3,Wednesday,False,False,False,False
2023-01-26,2023-01-26,2023,1,1,January,4,26,4,Thursday,False,False,False,False
2023-01-27,2023-01-27,2023,1,1,January,4,27,5,Friday,False,False,False,False
2023-01-28,2023-01-28,2023,1,1,January,4,28,6,Saturday,True,False,False,False
2023-01-29,2023-01-29,2023,1,1,January,4,29,7,Sunday,True,False,False,False
2023-01-30,2023-01-30,2023,1,1,January,5,30,1,Monday,False,False,False,False
2023-01-31,2023-01-31,2023,1,1,January,5,31,2,Tuesday,False,True,False,False
2023-02-01,2023-02-01,2023,1,2,February,5,1,3,Wednesday,False,False,False,False
2023-02-02,2023-02-02,2023,1,2,February,5,2,4,Thursday,False,False,False,False
2023-02-03,2023-02-03,2023,1,2,February,5,3,5,Friday,False,False,False,False
2023-02-04,2023-02-04,2023,1,2,February,5,4,6,Saturday,True,False,False,False
2023-02-05,2023-02-05,2023,1,2,February,5,5,7,Sunday,True,False,False,False
2023-02-06,2023-02-06,2023,1,2,February,6,6,1,Monday,False,False,False,False
2023-02-07,2023-02-07,2023,1,2,February,6,7,2,Tuesday,False,False,False,False
2023-02-08,2023-02-08,2023,1,2,February,6,8,3,Wednesday,False,False,False,False
2023-02-09,2023-02-09,2023,1,2,February,6,9,4,Thursday,False,False,False,False
2023-02-10,2023-02-10,2023,1,2,February,6,10,5,Friday,False,False,False,False
2023-02-11,2023-02-11,2023,1,2,February,6,11,6,Saturday,True,False,False,False
2023-02-12,2023-02-12,2023,1,2,February,6,12,7,Sunday,True,False,False,False
2023-02-13,2023-02-13,2023,1,2,February,7,13,1,Monday,False,False,False,False
2023-02-14,2023-02-14,2023,1,2,February,7,14,2,Tuesday,False,False,False,False
2023-02-15,2023-02-15,2023,1,2,February,7,15,3,Wednesday,False,False,False,False
2023-02-16,2023-02-16,2023,1,2,February,7,16,4,Thursday,False,False,False,False
2023-02-17,2023-02-17,2023,1,2,February,7,17,5,Friday,False,False,False,False
2023-02-18,2023-02-18,2023,1,2,February,7,18,6,Saturday,True,False,False,False
2023-02-19,2023-02-19,2023,1,2,February,7,19,7,Sunday,True,False,False,False
2023-02-20,2023-02-20,2023,1,2,February,8,20,1,Monday,False,False,False,False
2023-02-21,2023-02-21,2023,1,2,February,8,21,2,Tuesday,False,False,False,False
2023-02-22,2023-02-22,2023,1,2,February,8,22,3,Wednesday,False,False,False,False
2023-02-23,2023-02-23,2023,1,2,February,8,23,4,Thursday,False,False,False,False
2023-02-24,2023-02-24,2023,1,2,February,8,24,5,Friday,False,False,False,False
2023-02-25,2023-02-25,2023,1,2,February,8,25,6,Saturday,True,False,False,False
2023-02-26,2023-02-26,2023,1,2,February,8,26,7,Sunday,True,False,False,False
2023-02-27,2023-02-27,2023,1,2,February,9,27,1,Monday,False,False,False,False
2023-02-28,2023-02-28,2023,1,2,February,9,28,2,Tuesday,False,True,False,False
2023-03-01,2023-03-01,2023,1,3,March,9,1,3,Wednesday,False,False,False,False
2023-03-02,2023-03-02,2023,1,3,March,9,2,4,Thursday,False,False,False,False
2023-03-03,2023-03-03,2023,1,3,March,9,3,5,Friday,False,False,False,False
2023-03-04,2023-03-04,2023,1,3,March,9,4,6,Saturday,True,False,False,False
2023-03-05,2023-03-05,2023,1,3,March,9,5,7,Sunday,True,False,False,False
2023-03-06,2023-03-06,2023,1,3,March,10,6,1,Monday,False,False,False,False
2023-03-07,2023-03-07,2023,1,3,March,10,7,2,Tuesday,False,False,False,False
2023-03-08,2023-03-08,2023,1,3,March,10,8,3,Wednesday,False,False,False,False
2023-03-09,2023-03-09,2023,1,3,March,10,9,4,Thursday,False,False,False,False
2023-03-10,2023-03-10,2023,1,3,March,10,10,5,Friday,False,False,False,False
2023-03-11,2023-03-11,2023,1,3,March,10,11,6,Saturday,True,False,False,False
2023-03-12,2023-03-12,2023,1,3,March,10,12,7,Sunday,True,False,False,False
2023-03-13,2023-03-13,2023,1,3,March,11,13,1,Monday,False,False,False,False
2023-03-14,2023-03-14,2023,1,3,March,11,14,2,Tuesday,False,False,False,False
2023-03-15,2023-03-15,2023,1,3,March,11,15,3,Wednesday,False,False,False,False
2023-03-16,2023-03-16,2023,1,3,March,11,16,4,Thursday,False,False,False,False
2023-03-17,2023-03-17,2023,1,3,March,11,17,5,Friday,False,False,False,False
2023-03-18,2023-03-18,2023,1,3,March,11,18,6,Saturday,True,False,False,False
2023-03-19,2023-03-19,2023,1,3,March,11,19,7,Sunday,True,False,False,False
2023-03-20,2023-03-20,2023,1,3,March,12,20,1,Monday,False,False,False,False
2023-03-21,2023-03-21,2023,1,3,March,12,21,2,Tuesday,False,False,False,False
2023-03-22,2023-03-22,2023,1,3,March,12,22,3,Wednesday,False,False,False,False
2023-03-23,2023-03-23,2023,1,3,March,12,23,4,Thursday,False,False,False,False
2023-03-24,2023-03-24,2023,1,3,March,12,24,5,Friday,False,False,False,False
2023-03-25,2023-03-25,2023,1,3,March,12,25,6,Saturday,True,False,False,False
2023-03-26,2023-03-26,2023,1,3,March,12,26,7,Sunday,True,False,False,False
2023-03-27,2023-03-27,2023,1,3,March,13,27,1,Monday,False,False,False,False
2023-03-28,2023-03-28,2023,1,3,March,13,28,2,Tuesday,False,False,False,False
2023-03-29,2023-03-29,2023,1,3,March,13,29,3,Wednesday,False,False,False,False
2023-03-30,2023-03-30,2023,1,3,March,13,30,4,Thursday,False,False,False,False
2023-03-31,2023-03-31,2023,1,3,March,13,31,5,Friday,False,True,True,False
2023-04-01,2023-04-01,2023,2,4,April,13,1,6,Saturday,True,False,False,False
2023-04-02,2023-04-02,2023,2,4,April,13,2,7,Sunday,True,False,False,False
2023-04-03,2023-04-03,2023,2,4,April,14,3,1,Monday,False,False,False,False
2023-04-04,2023-04-04,2023,2,4,April,14,4,2,Tuesday,False,False,False,False
2023-04-05,2023-04-05,2023,2,4,April,14,5,3,Wednesday,False,False,False,False
2023-04-06,2023-04-06,2023,2,4,April,14,6,4,Thursday,False,False,False,False
2023-04-07,2023-04-07,2023,2,4,April,14,7,5,Friday,False,False,False,False
2023-04-08,2023-04-08,2023,2,4,April,14,8,6,Saturday,True,False,False,False
2023-04-09,2023-04-09,2023,2,4,April,14,9,7,Sunday,True,False,False,False
2023-04-10,2023-04-10,2023,2,4,April,15,10,1,Monday,False,False,False,False
2023-04-11,2023-04-11,2023,2,4,April,15,11,2,Tuesday,False,False,False,False
2023-04-12,2023-04-12,2023,2,4,April,15,12,3,Wednesday,False,False,False,False
2023-04-13,2023-04-13,2023,2,4,April,15,13,4,Thursday,False,False,False,False
2023-04-14,2023-04-14,2023,2,4,April,15,14,5,Friday,False,False,False,False
2023-04-15,2023-04-15,2023,2,4,April,15,15,6,Saturday,True,False,False,False
2023-04-16,2023-04-16,2023,2,4,April,15,16,7,Sunday,True,False,False,False
2023-04-17,2023-04-17,2023,2,4,April,16,17,1,Monday,False,False,False,False
2023-04-18,2023-04-18,2023,2,4,April,16,18,2,Tuesday,False,False,False,False
2023-04-19,2023-04-19,2023,2,4,April,16,19,3,Wednesday,False,False,False,False
2023-04-20,2023-04-20,2023,2,4,April,16,20,4,Thursday,False,False,False,False
2023-04-21,2023-04-21,2023,2,4,April,16,21,5,Friday,False,False,False,False
2023-04-22,2023-04-22,2023,2,4,April,16,22,6,Saturday,True,False,False,False
2023-04-23,2023-04-23,2023,2,4,April,16,23,7,Sunday,True,False,False,False
2023-04-24,2023-04-24,2023,2,4,April,17,24,1,Monday,False,False,False,False
2023-04-25,2023-04-25,2023,2,4,April,17,25,2,Tuesday,False,False,False,False
2023-04-26,2023-04-26,2023,2,4,April,17,26,3,Wednesday,False,False,False,False
2023-04-27,2023-04-27,2023,2,4,April,17,27,4,Thursday,False,False,False,False
2023-04-28,2023-04-28,2023,2,4,April,17,28,5,Friday,False,False,False,False
2023-04-29,2023-04-29,2023,2,4,April,17,29,6,Saturday,True,False,False,False
2023-04-30,2023-04-30,2023,2,4,April,17,30,7,Sunday,True,True,False,False
2023-05-01,2023-05-01,2023,2,5,May,18,1,1,Monday,False,False,False,False
2023-05-02,2023-05-02,2023,2,5,May,18,2,2,Tuesday,False,False,False,False
2023-05-03,2023-05-03,2023,2,5,May,18,3,3,Wednesday,False,False,False,False
2023-05-04,2023-05-04,2023,2,5,May,18,4,4,Thursday,False,False,False,False
2023-05-05,2023-05-05,2023,2,5,May,18,5,5,Friday,False,False,False,False
2023-05-06,2023-05-06,2023,2,5,May,18,6,6,Saturday,True,False,False,False
2023-05-07,2023-05-07,2023,2,5,May,18,7,7,Sunday,True,False,False,False
2023-05-08,2023-05-08,2023,2,5,May,19,8,1,Monday,False,False,False,False
2023-05-09,2023-05-09,2023,2,5,May,19,9,2,Tuesday,False,False,False,False
2023-05-10,2023-05-10,2023,2,5,May,19,10,3,Wednesday,False,False,False,False
2023-05-11,2023-05-11,2023,2,5,May,19,11,4,Thursday,False,False,False,False
2023-05-12,2023-05-12,2023,2,5,May,19,12,5,Friday,False,False,False,False
2023-05-13,2023-05-13,2023,2,5,May,19,13,6,Saturday,True,False,False,False
2023-05-14,2023-05-14,2023,2,5,May,19,14,7,Sunday,True,False,False,False
2023-05-15,2023-05-15,2023,2,5,May,20,15,1,Monday,False,False,False,False
2023-05-16,2023-05-16,2023,2,5,May,20,16,2,Tuesday,False,False,False,False
2023-05-17,2023-05-17,2023,2,5,May,20,17,3,Wednesday,False,False,False,False
2023-05-18,2023-05-18,2023,2,5,May,20,18,4,Thursday,False,False,False,False
2023-05-19,2023-05-19,2023,2,5,May,20,19,5,Friday,False,False,False,False
2023-05-20,2023-05-20,2023,2,5,May,20,20,6,Saturday,True,False,False,False
2023-05-21,2023-05-21,2023,2,5,May,20,21,7,Sunday,True,False,False,False
2023-05-22,2023-05-22,2023,2,5,May,21,22,1,Monday,False,False,False,False
2023-05-23,2023-05-23,2023,2,5,May,21,23,2,Tuesday,False,False,False,False
2023-05-24,2023-05-24,2023,2,5,May,21,24,3,Wednesday,False,False,False,False
2023-05-25,2023-05-25,2023,2,5,May,21,25,4,Thursday,False,False,False,False
2023-05-26,2023-05-26,2023,2,5,May,21,26,5,Friday,False,False,False,False
2023-05-27,2023-05-27,2023,2,5,May,21,27,6,Saturday,True,False,False,False
2023-05-28,2023-05-28,2023,2,5,May,21,28,7,Sunday,True,False,False,False
2023-05-29,2023-05-29,2023,2,5,May,22,29,1,Monday,False,False,False,False
2023-05-30,2023-05-30,2023,2,5,May,22,30,2,Tuesday,False,False,False,False
2023-05-31,2023-05-31,2023,2,5,May,22,31,3,Wednesday,False,True,False,False
2023-06-01,2023-06-01,2023,2,6,June,22,1,4,Thursday,False,False,False,False
2023-06-02,2023-06-02,2023,2,6,June,22,2,5,Friday,False,False,False,False
2023-06-03,2023-06-03,2023,2,6,June,22,3,6,Saturday,True,False,False,False
2023-06-04,2023-06-04,2023,2,6,June,22,4,7,Sunday,True,False,False,False
2023-06-05,2023-06-05,2023,2,6,June,23,5,1,Monday,False,False,False,False
2023-06-06,2023-06-06,2023,2,6,June,23,6,2,Tuesday,False,False,False,False
2023-06-07,2023-06-07,2023,2,6,June,23,7,3,Wednesday,False,False,False,False
2023-06-08,2023-06-08,2023,2,6,June,23,8,4,Thursday,False,False,False,False
2023-06-09,2023-06-09,2023,2,6,June,23,9,5,Friday,False,False,False,False
2023-06-10,2023-06-10,2023,2,6,June,23,10,6,Saturday,True,False,False,False
2023-06-11,2023-06-11,2023,2,6,June,23,11,7,Sunday,True,False,False,False
2023-06-12,2023-06-12,2023,2,6,June,24,12,1,Monday,False,False,False,False
2023-06-13,2023-06-13,2023,2,6,June,24,13,2,Tuesday,False,False,False,False
2023-06-14,2023-06-14,2023,2,6,June,24,14,3,Wednesday,False,False,False,False
2023-06-15,2023-06-15,2023,2,6,June,24,15,4,Thursday,False,False,False,False
2023-06-16,2023-06-16,2023,2,6,June,24,16,5,Friday,False,False,False,False
2023-06-17,2023-06-17,2023,2,6,June,24,17,6,Saturday,True,False,False,False
2023-06-18,2023-06-18,2023,2,6,June,24,18,7,Sunday,True,False,False,False
2023-06-19,2023-06-19,2023,2,6,June,25,19,1,Monday,False,False,False,False
2023-06-20,2023-06-20,2023,2,6,June,25,20,2,Tuesday,False,False,False,False
2023-06-21,2023-06-21,2023,2,6,June,25,21,3,Wednesday,False,False,False,False
2023-06-22,2023-06-22,2023,2,6,June,25,22,4,Thursday,False,False,False,False
2023-06-23,2023-06-23,2023,2,6,June,25,23,5,Friday,False,False,False,False
2023-06-24,2023-06-24,2023,2,6,June,25,24,6,Saturday,True,False,False,False
2023-06-25,2023-06-25,2023,2,6,June,25,25,7,Sunday,True,False,False,False
2023-06-26,2023-06-26,2023,2,6,June,26,26,1,Monday,False,False,False,False
2023-06-27,2023-06-27,2023,2,6,June,26,27,2,Tuesday,False,False,False,False
2023-06-28,2023-06-28,2023,2,6,June,26,28,3,Wednesday,False,False,False,False
2023-06-29,2023-06-29,2023,2,6,June,26,29,4,Thursday,False,False,False,False
2023-06-30,2023-06-30,2023,2,6,June,26,30,5,Friday,False,True,True,False
2023-07-01,2023-07-01,2023,3,7,July,26,1,6,Saturday,True,False,False,False
2023-07-02,2023-07-02,2023,3,7,July,26,2,7,Sunday,True,False,False,False
2023-07-03,2023-07-03,2023,3,7,July,27,3,1,Monday,False,False,False,False
2023-07-04,2023-07-04,2023,3,7,July,27,4,2,Tuesday,False,False,False,False
2023-07-05,2023-07-05,2023,3,7,July,27,5,3,Wednesday,False,False,False,False
2023-07-06,2023-07-06,2023,3,7,July,27,6,4,Thursday,False,False,False,False
2023-07-07,2023-07-07,2023,3,7,July,27,7,5,Friday,False,False,False,False
2023-07-08,2023-07-08,2023,3,7,July,27,8,6,Saturday,True,False,False,False
2023-07-09,2023-07-09,2023,3,7,July,27,9,7,Sunday,True,False,False,False
2023-07-10,2023-07-10,2023,3,7,July,28,10,1,Monday,False,False,False,False
2023-07-11,2023-07-11,2023,3,7,July,28,11,2,Tuesday,False,False,False,False
2023-07-12,2023-07-12,2023,3,7,July,28,12,3,Wednesday,False,False,False,False
2023-07-13,2023-07-13,2023,3,7,July,28,13,4,Thursday,False,False,False,False
2023-07-14,2023-07-14,2023,3,7,July,28,14,5,Friday,False,False,False,False
2023-07-15,2023-07-15,2023,3,7,July,28,15,6,Saturday,True,False,False,False
2023-07-16,2023-07-16,2023,3,7,July,28,16,7,Sunday,True,False,False,False
2023-07-17,2023-07-17,2023,3,7,July,29,17,1,Monday,False,False,False,False
2023-07-18,2023-07-18,2023,3,7,July,29,18,2,Tuesday,False,False,False,False
2023-07-19,2023-07-19,2023,3,7,July,29,19,3,Wednesday,False,False,False,False
2023-07-20,2023-07-20,2023,3,7,July,29,20,4,Thursday,False,False,False,False
2023-07-21,2023-07-21,2023,3,7,July,29,21,5,Friday,False,False,False,False
2023-07-22,2023-07-22,2023,3,7,July,29,22,6,Saturday,True,False,False,False
2023-07-23,2023-07-23,2023,3,7,July,29,23,7,Sunday,True,False,False,False
2023-07-24,2023-07-24,2023,3,7,July,30,24,1,Monday,False,False,False,False
2023-07-25,2023-07-25,2023,3,7,July,30,25,2,Tuesday,False,False,False,False
2023-07-26,2023-07-26,2023,3,7,July,30,26,3,Wednesday,False,False,False,False
2023-07-27,2023-07-27,2023,3,7,July,30,27,4,Thursday,False,False,False,False
2023-07-28,2023-07-28,2023,3,7,July,30,28,5,Friday,False,False,False,False
2023-07-29,2023-07-29,2023,3,7,July,30,29,6,Saturday,True,False,False,False
2023-07-30,2023-07-30,2023,3,7,July,30,30,7,Sunday,True,False,False,False
2023-07-31,2023-07-31,2023,3,7,July,31,31,1,Monday,False,True,False,False
2023-08-01,2023-08-01,2023,3,8,August,31,1,2,Tuesday,False,False,False,False
2023-08-02,2023-08-02,2023,3,8,August,31,2,3,Wednesday,False,False,False,False
2023-08-03,2023-08-03,2023,3,8,August,31,3,4,Thursday,False,False,False,False
2023-08-04,2023-08-04,2023,3,8,August,31,4,5,Friday,False,False,False,False
2023-08-05,2023-08-05,2023,3,8,August,31,5,6,Saturday,True,False,False,False
2023-08-06,2023-08-06,2023,3,8,August,31,6,7,Sunday,True,False,False,False
2023-08-07,2023-08-07,2023,3,8,August,32,7,1,Monday,False,False,False,False
2023-08-08,2023-08-08,2023,3,8,August,32,8,2,Tuesday,False,False,False,False
2023-08-09,2023-08-09,2023,3,8,August,32,9,3,Wednesday,False,False,False,False
2023-08-10,2023-08-10,2023,3,8,August,32,10,4,Thursday,False,False,False,False
2023-08-11,2023-08-11,2023,3,8,August,32,11,5,Friday,False,False,False,False
2023-08-12,2023-08-12,2023,3,8,August,32,12,6,Saturday,True,False,False,False
2023-08-13,2023-08-13,2023,3,8,August,32,13,7,Sunday,True,False,False,False
2023-08-14,2023-08-14,2023,3,8,August,33,14,1,Monday,False,False,False,False
2023-08-15,2023-08-15,2023,3,8,August,33,15,2,Tuesday,False,False,False,False
2023-08-16,2023-08-16,2023,3,8,August,33,16,3,Wednesday,False,False,False,False
2023-08-17,2023-08-17,2023,3,8,August,33,17,4,Thursday,False,False,False,False
2023-08-18,2023-08-18,2023,3,8,August,33,18,5,Friday,False,False,False,False
2023-08-19,2023-08-19,2023,3,8,August,33,19,6,Saturday,True,False,False,False
2023-08-20,2023-08-20,2023,3,8,August,33,20,7,Sunday,True,False,False,False
2023-08-21,2023-08-21,2023,3,8,August,34,21,1,Monday,False,False,False,False
2023-08-22,2023-08-22,2023,3,8,August,34,22,2,Tuesday,False,False,False,False
2023-08-23,2023-08-23,2023,3,8,August,34,23,3,Wednesday,False,False,False,False
2023-08-24,2023-08-24,2023,3,8,August,34,24,4,Thursday,False,False,False,False
2023-08-25,2023-08-25,2023,3,8,August,34,25,5,Friday,False,False,False,False
2023-08-26,2023-08-26,2023,3,8,August,34,26,6,Saturday,True,False,False,False
2023-08-27,2023-08-27,2023,3,8,August,34,27,7,Sunday,True,False,False,False
2023-08-28,2023-08-28,2023,3,8,August,35,28,1,Monday,False,False,False,False
2023-08-29,2023-08-29,2023,3,8,August,35,29,2,Tuesday,False,False,False,False
2023-08-30,2023-08-30,2023,3,8,August,35,30,3,Wednesday,False,False,False,False
2023-08-31,2023-08-31,2023,3,8,August,35,31,4,Thursday,False,True,False,False
2023-09-01,2023-09-01,2023,3,9,September,35,1,5,Friday,False,False,False,False
2023-09-02,2023-09-02,2023,3,9,September,35,2,6,Saturday,True,False,False,False
2023-09-03,2023-09-03,2023,3,9,September,35,3,7,Sunday,True,False,False,False
2023-09-04,2023-09-04,2023,3,9,September,36,4,1,Monday,False,False,False,False
2023-09-05,2023-09-05,2023,3,9,September,36,5,2,Tuesday,False,False,False,False
2023-09-06,2023-09-06,2023,3,9,September,36,6,3,Wednesday,False,False,False,False
2023-09-07,2023-09-07,2023,3,9,September,36,7,4,Thursday,False,False,False,False
2023-09-08,2023-09-08,2023,3,9,September,36,8,5,Friday,False,False,False,False
2023-09-09,2023-09-09,2023,3,9,September,36,9,6,Saturday,True,False,False,False
2023-09-10,2023-09-10,2023,3,9,September,36,10,7,Sunday,True,False,False,False
2023-09-11,2023-09-11,2023,3,9,September,37,11,1,Monday,False,False,False,False
2023-09-12,2023-09-12,2023,3,9,September,37,12,2,Tuesday,False,False,False,False
2023-09-13,2023-09-13,2023,3,9,September,37,13,3,Wednesday,False,False,False,False
2023-09-14,2023-09-14,2023,3,9,September,37,14,4,Thursday,False,False,False,False
2023-09-15,2023-09-15,2023,3,9,September,37,15,5,Friday,False,False,False,False
2023-09-16,2023-09-16,2023,3,9,September,37,16,6,Saturday,True,False,False,False
2023-09-17,2023-09-17,2023,3,9,September,37,17,7,Sunday,True,False,False,False
2023-09-18,2023-09-18,2023,3,9,September,38,18,1,Monday,False,False,False,False
2023-09-19,2023-09-19,2023,3,9,September,38,19,2,Tuesday,False,False,False,False
