event_id,user_id,event_type,event_ts,from_tier,to_tier,mrr_before_usd,mrr_after_usd,mrr_change_usd,country_code,trigger_context
1823,887,retention,2022-06-12,Premium,Premium,9.99,9.99,0.0,FR,organic
1824,887,upgrade,2022-10-11,Premium,Family,9.99,14.99,5.0,FR,referral
1825,887,downgrade,2022-12-01,Family,Free,14.99,0.0,-14.99,FR,reconciliation
1826,136,signup,2023-02-16,,Free,0.0,0.0,0.0,BR,organic
1827,136,upgrade,2023-03-24,Free,Premium,0.0,9.99,9.99,ZA,content_launch
1828,136,upgrade,2023-08-04,Premium,Family,9.99,14.99,5.0,BR,reconciliation
1829,681,signup,2021-03-21,,Free,0.0,0.0,0.0,JP,social_ad
1830,681,upgrade,2021-04-12,Free,Premium,0.0,9.99,9.99,JP,referral
1831,681,downgrade,2021-05-01,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
1832,896,signup,2021-01-11,,Free,0.0,0.0,0.0,JP,organic
1833,896,upgrade,2021-02-12,Free,Family,0.0,14.99,14.99,JP,reconciliation
1834,909,signup,2023-09-25,,Free,0.0,0.0,0.0,JP,organic
1835,909,churn,2024-11-02,Free,Free,0.0,0.0,0.0,JP,organic
1836,613,signup,2024-09-04,,Free,0.0,0.0,0.0,CA,social_ad
1837,613,upgrade,2024-11-19,Free,Family,0.0,14.99,14.99,CA,reconciliation
1838,668,signup,2022-04-15,,Free,0.0,0.0,0.0,JP,paid_search
1839,668,churn,2022-10-19,Free,Free,0.0,0.0,0.0,JP,retention_email
1840,668,churn,2023-03-25,Free,Free,0.0,0.0,0.0,JP,price_promo
1841,668,churn,2023-07-31,Free,Free,0.0,0.0,0.0,US,content_launch
1842,668,upgrade,2023-09-04,Free,Family,0.0,14.99,14.99,BR,retention_email
1843,668,downgrade,2023-12-31,Family,Premium,14.99,9.99,-5.0,JP,reconciliation
1844,914,signup,2024-07-28,,Free,0.0,0.0,0.0,GB,social_ad
1845,914,churn,2024-08-26,Free,Free,0.0,0.0,0.0,GB,price_promo
1846,914,upgrade,2024-12-13,Free,Premium,0.0,9.99,9.99,GB,reconciliation
1847,381,signup,2022-03-05,,Premium,0.0,9.99,9.99,CA,paid_search
1848,381,churn,2022-07-06,Premium,Free,9.99,0.0,-9.99,CA,organic
1849,381,upgrade,2022-08-10,Free,Premium,0.0,9.99,9.99,CA,paid_search
1850,381,retention,2023-02-08,Premium,Premium,9.99,9.99,0.0,CA,content_launch
1851,381,downgrade,2023-03-06,Premium,Free,9.99,0.0,-9.99,CA,price_promo
1852,381,upgrade,2023-06-05,Free,Family,0.0,14.99,14.99,CA,reconciliation
1853,720,signup,2022-10-05,,Free,0.0,0.0,0.0,CA,organic
1854,720,upgrade,2023-10-22,Free,Premium,0.0,9.99,9.99,CA,reconciliation
1855,640,signup,2024-07-14,,Free,0.0,0.0,0.0,AU,social_ad
1856,640,upgrade,2024-10-21,Free,Premium,0.0,9.99,9.99,AU,reconciliation
1857,865,signup,2021-02-23,,Free,0.0,0.0,0.0,SE,social_ad
1858,865,retention,2021-04-05,Free,Free,0.0,0.0,0.0,SE,content_launch
1859,865,retention,2021-07-11,Free,Free,0.0,0.0,0.0,SE,price_promo
1860,865,retention,2021-11-29,Free,Free,0.0,0.0,0.0,SE,content_launch
1861,865,churn,2022-03-29,Free,Free,0.0,0.0,0.0,SE,referral
1862,865,churn,2022-04-15,Free,Free,0.0,0.0,0.0,SE,retention_email
1863,865,upgrade,2022-08-16,Free,Family,0.0,14.99,14.99,SE,reconciliation
1864,788,signup,2023-07-15,,Free,0.0,0.0,0.0,SE,social_ad
1865,788,retention,2023-08-10,Free,Free,0.0,0.0,0.0,SE,content_launch
1866,788,churn,2023-09-12,Free,Free,0.0,0.0,0.0,SE,social_ad
1867,788,upgrade,2023-10-19,Free,Premium,0.0,9.99,9.99,SE,referral
1868,788,upgrade,2023-12-16,Premium,Family,9.99,14.99,5.0,SE,reconciliation
1869,307,signup,2024-08-16,,Premium,0.0,9.99,9.99,US,organic
1870,307,upgrade,2024-10-03,Premium,Family,9.99,14.99,5.0,US,price_promo
1871,307,downgrade,2024-11-16,Family,Free,14.99,0.0,-14.99,US,reconciliation
1872,897,signup,2024-11-26,,Free,0.0,0.0,0.0,CA,social_ad
1873,897,upgrade,2024-12-15,Free,Premium,0.0,9.99,9.99,CA,reconciliation
1874,680,signup,2024-10-18,,Premium,0.0,9.99,9.99,GB,social_ad
1875,680,upgrade,2024-12-31,Premium,Family,9.99,14.99,5.0,GB,reconciliation
1876,2,signup,2021-01-13,,Free,0.0,0.0,0.0,CA,organic
1877,2,upgrade,2021-03-19,Free,Family,0.0,14.99,14.99,CA,reconciliation
1878,183,signup,2024-12-03,,Free,0.0,0.0,0.0,SE,paid_search
1879,183,upgrade,2024-12-31,Free,Premium,0.0,9.99,9.99,SE,reconciliation
1880,935,signup,2024-08-10,,Free,0.0,0.0,0.0,US,organic
1881,935,upgrade,2024-09-27,Free,Premium,0.0,9.99,9.99,US,reconciliation
1882,954,signup,2021-02-10,,Free,0.0,0.0,0.0,GB,organic
1883,954,upgrade,2021-09-28,Free,Premium,0.0,9.99,9.99,JP,organic
1884,954,retention,2021-10-15,Premium,Premium,9.99,9.99,0.0,GB,organic
1885,410,signup,2021-01-27,,Free,0.0,0.0,0.0,FR,paid_search
1886,410,churn,2021-07-24,Free,Free,0.0,0.0,0.0,FR,price_promo
1887,410,churn,2021-11-07,Free,Free,0.0,0.0,0.0,FR,content_launch
1888,410,upgrade,2021-12-03,Free,Premium,0.0,9.99,9.99,FR,reconciliation
1889,969,signup,2022-06-20,,Free,0.0,0.0,0.0,ZA,referral
1890,969,upgrade,2022-09-01,Free,Family,0.0,14.99,14.99,ZA,reconciliation
1891,49,signup,2022-01-13,,Free,0.0,0.0,0.0,FR,social_ad
1892,49,retention,2022-02-19,Free,Free,0.0,0.0,0.0,DE,social_ad
1893,49,churn,2022-10-02,Free,Free,0.0,0.0,0.0,FR,social_ad
1894,49,upgrade,2022-11-23,Free,Premium,0.0,9.99,9.99,FR,referral
1895,49,upgrade,2023-02-10,Premium,Family,9.99,14.99,5.0,FR,retention_email
1896,49,retention,2023-09-25,Family,Family,14.99,14.99,0.0,FR,content_launch
1897,968,signup,2024-05-21,,Free,0.0,0.0,0.0,CA,organic
1898,968,upgrade,2024-07-22,Free,Premium,0.0,9.99,9.99,CA,price_promo
1899,968,churn,2024-09-16,Premium,Free,9.99,0.0,-9.99,CA,paid_search
1900,968,upgrade,2024-11-07,Free,Premium,0.0,9.99,9.99,CA,organic
1901,968,upgrade,2024-12-31,Premium,Family,9.99,14.99,5.0,CA,reconciliation
1902,36,signup,2024-02-29,,Family,0.0,14.99,14.99,BR,organic
1903,36,retention,2024-03-17,Family,Family,14.99,14.99,0.0,BR,social_ad
1904,36,churn,2024-06-10,Family,Free,14.99,0.0,-14.99,AU,content_launch
1905,758,signup,2023-03-21,,Free,0.0,0.0,0.0,FR,referral
1906,758,upgrade,2023-06-07,Free,Premium,0.0,9.99,9.99,FR,referral
1907,758,retention,2023-08-14,Premium,Premium,9.99,9.99,0.0,FR,organic
1908,758,churn,2023-09-20,Premium,Free,9.99,0.0,-9.99,FR,organic
1909,758,retention,2023-10-22,Free,Free,0.0,0.0,0.0,CA,price_promo
1910,758,retention,2024-01-17,Free,Free,0.0,0.0,0.0,FR,billing_failure
1911,758,retention,2024-04-03,Free,Free,0.0,0.0,0.0,FR,organic
1912,382,signup,2022-07-05,,Free,0.0,0.0,0.0,US,organic
1913,382,upgrade,2022-09-12,Free,Premium,0.0,9.99,9.99,US,retention_email
1914,382,churn,2022-10-07,Premium,Free,9.99,0.0,-9.99,US,organic
1915,382,churn,2022-11-04,Free,Free,0.0,0.0,0.0,US,organic
1916,382,upgrade,2022-12-07,Free,Premium,0.0,9.99,9.99,US,organic
1917,382,downgrade,2023-04-16,Premium,Free,9.99,0.0,-9.99,US,reconciliation
1918,292,signup,2021-08-01,,Free,0.0,0.0,0.0,FR,organic
1919,292,upgrade,2021-09-25,Free,Premium,0.0,9.99,9.99,FR,referral
1920,292,churn,2021-10-22,Premium,Free,9.99,0.0,-9.99,FR,social_ad
1921,292,upgrade,2023-03-05,Free,Premium,0.0,9.99,9.99,FR,retention_email
1922,292,retention,2023-05-02,Premium,Premium,9.99,9.99,0.0,FR,price_promo
1923,753,signup,2022-10-04,,Premium,0.0,9.99,9.99,GB,social_ad
1924,753,retention,2022-10-29,Premium,Premium,9.99,9.99,0.0,GB,paid_search
1925,753,upgrade,2022-12-04,Premium,Family,9.99,14.99,5.0,GB,reconciliation
1926,325,signup,2024-04-13,,Premium,0.0,9.99,9.99,US,paid_search
1927,610,signup,2024-03-30,,Free,0.0,0.0,0.0,US,referral
1928,610,upgrade,2024-04-21,Free,Premium,0.0,9.99,9.99,US,social_ad
1929,610,retention,2024-07-27,Premium,Premium,9.99,9.99,0.0,US,organic
1930,610,churn,2024-10-06,Premium,Free,9.99,0.0,-9.99,US,retention_email
1931,610,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,US,reconciliation
1932,225,signup,2023-06-19,,Free,0.0,0.0,0.0,AU,paid_search
1933,225,upgrade,2023-08-07,Free,Premium,0.0,9.99,9.99,AU,paid_search
1934,225,retention,2024-04-11,Premium,Premium,9.99,9.99,0.0,AU,organic
1935,225,downgrade,2024-08-09,Premium,Free,9.99,0.0,-9.99,AU,reconciliation
1936,749,signup,2022-03-13,,Free,0.0,0.0,0.0,DE,paid_search
1937,749,upgrade,2022-09-16,Free,Family,0.0,14.99,14.99,DE,social_ad
1938,749,retention,2023-04-13,Family,Family,14.99,14.99,0.0,DE,billing_failure
1939,749,retention,2023-10-05,Family,Family,14.99,14.99,0.0,DE,referral
1940,749,retention,2023-11-19,Family,Family,14.99,14.99,0.0,DE,billing_failure
1941,493,signup,2023-10-25,,Free,0.0,0.0,0.0,JP,referral
1942,493,churn,2023-12-09,Free,Free,0.0,0.0,0.0,JP,social_ad
1943,493,upgrade,2024-02-25,Free,Family,0.0,14.99,14.99,JP,reconciliation
1944,431,signup,2022-08-14,,Free,0.0,0.0,0.0,CA,organic
1945,431,upgrade,2023-04-20,Free,Premium,0.0,9.99,9.99,CA,retention_email
1946,431,retention,2023-07-03,Premium,Premium,9.99,9.99,0.0,CA,organic
1947,239,signup,2023-05-26,,Free,0.0,0.0,0.0,US,podcast_ad
1948,239,upgrade,2023-06-30,Free,Premium,0.0,9.99,9.99,US,organic
1949,239,downgrade,2023-12-16,Premium,Free,9.99,0.0,-9.99,US,reconciliation
1950,17,signup,2024-12-28,,Free,0.0,0.0,0.0,JP,podcast_ad
1951,682,signup,2023-01-19,,Free,0.0,0.0,0.0,CA,social_ad
1952,682,upgrade,2023-03-04,Free,Premium,0.0,9.99,9.99,GB,social_ad
1953,682,retention,2023-03-22,Premium,Premium,9.99,9.99,0.0,CA,price_promo
1954,682,downgrade,2023-04-09,Premium,Free,9.99,0.0,-9.99,CA,billing_failure
1955,682,upgrade,2023-06-16,Free,Family,0.0,14.99,14.99,CA,reconciliation
1956,80,signup,2023-04-18,,Free,0.0,0.0,0.0,AU,social_ad
1957,80,churn,2023-05-13,Free,Free,0.0,0.0,0.0,AU,billing_failure
1958,80,upgrade,2023-08-08,Free,Premium,0.0,9.99,9.99,AU,reconciliation
1959,344,signup,2024-02-11,,Premium,0.0,9.99,9.99,ZA,podcast_ad
1960,344,churn,2024-10-26,Premium,Free,9.99,0.0,-9.99,ZA,organic
1961,745,signup,2021-04-06,,Family,0.0,14.99,14.99,GB,paid_search
1962,745,downgrade,2022-01-15,Family,Premium,14.99,9.99,-5.0,GB,referral
1963,745,downgrade,2022-03-19,Premium,Free,9.99,0.0,-9.99,GB,price_promo
1964,745,retention,2022-05-15,Free,Free,0.0,0.0,0.0,GB,social_ad
1965,745,upgrade,2022-07-20,Free,Premium,0.0,9.99,9.99,GB,reconciliation
1966,470,signup,2023-12-20,,Free,0.0,0.0,0.0,CA,organic
1967,470,churn,2024-07-17,Free,Free,0.0,0.0,0.0,CA,price_promo
1968,470,retention,2024-08-31,Free,Free,0.0,0.0,0.0,CA,referral
1969,358,signup,2024-03-27,,Free,0.0,0.0,0.0,JP,organic
1970,358,upgrade,2024-04-12,Free,Premium,0.0,9.99,9.99,JP,content_launch
1971,358,downgrade,2024-06-04,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
1972,837,signup,2022-03-05,,Free,0.0,0.0,0.0,BR,social_ad
1973,837,upgrade,2022-04-29,Free,Family,0.0,14.99,14.99,BR,content_launch
1974,837,retention,2022-10-04,Family,Family,14.99,14.99,0.0,BR,referral
1975,644,signup,2023-11-27,,Free,0.0,0.0,0.0,CA,social_ad
1976,644,churn,2023-12-27,Free,Free,0.0,0.0,0.0,CA,price_promo
1977,644,churn,2024-03-29,Free,Free,0.0,0.0,0.0,CA,price_promo
1978,644,upgrade,2024-08-05,Free,Family,0.0,14.99,14.99,CA,reconciliation
1979,351,signup,2024-05-18,,Family,0.0,14.99,14.99,DE,organic
1980,351,downgrade,2024-07-24,Family,Free,14.99,0.0,-14.99,DE,reconciliation
1981,816,signup,2021-06-05,,Free,0.0,0.0,0.0,BR,organic
1982,816,churn,2021-08-21,Free,Free,0.0,0.0,0.0,BR,content_launch
1983,816,upgrade,2021-09-16,Free,Family,0.0,14.99,14.99,BR,social_ad
1984,802,signup,2021-07-21,,Premium,0.0,9.99,9.99,AU,referral
1985,802,churn,2021-10-13,Premium,Free,9.99,0.0,-9.99,AU,referral
1986,802,churn,2021-12-26,Free,Free,0.0,0.0,0.0,AU,price_promo
1987,157,signup,2022-09-02,,Free,0.0,0.0,0.0,FR,social_ad
1988,157,retention,2023-08-01,Free,Free,0.0,0.0,0.0,FR,content_launch
1989,157,upgrade,2023-10-15,Free,Family,0.0,14.99,14.99,FR,reconciliation
1990,876,signup,2021-03-22,,Free,0.0,0.0,0.0,JP,paid_search
1991,876,retention,2021-08-27,Free,Free,0.0,0.0,0.0,JP,paid_search
1992,876,upgrade,2022-04-27,Free,Family,0.0,14.99,14.99,JP,social_ad
1993,876,churn,2022-07-17,Family,Free,14.99,0.0,-14.99,JP,paid_search
1994,876,upgrade,2022-08-22,Free,Family,0.0,14.99,14.99,JP,reconciliation
1995,527,signup,2024-05-08,,Free,0.0,0.0,0.0,GB,social_ad
1996,527,churn,2024-06-26,Free,Free,0.0,0.0,0.0,GB,paid_search
1997,527,upgrade,2024-12-30,Free,Premium,0.0,9.99,9.99,GB,organic
1998,527,downgrade,2024-12-31,Premium,Free,9.99,0.0,-9.99,GB,reconciliation
1999,223,signup,2023-10-22,,Family,0.0,14.99,14.99,JP,referral
2000,223,retention,2024-01-18,Family,Family,14.99,14.99,0.0,JP,content_launch
2001,223,churn,2024-07-16,Family,Free,14.99,0.0,-14.99,JP,organic
2002,223,upgrade,2024-10-11,Free,Family,0.0,14.99,14.99,JP,reconciliation
2003,365,signup,2024-07-18,,Free,0.0,0.0,0.0,ZA,social_ad
2004,365,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,ZA,reconciliation
2005,37,signup,2023-04-23,,Premium,0.0,9.99,9.99,SE,social_ad
2006,37,churn,2023-05-29,Premium,Free,9.99,0.0,-9.99,SE,price_promo
2007,37,retention,2023-06-17,Free,Free,0.0,0.0,0.0,SE,retention_email
2008,37,retention,2023-09-01,Free,Free,0.0,0.0,0.0,SE,billing_failure
2009,37,retention,2024-01-04,Free,Free,0.0,0.0,0.0,SE,retention_email
2010,37,upgrade,2024-10-15,Free,Premium,0.0,9.99,9.99,SE,paid_search
2011,37,downgrade,2024-12-31,Premium,Free,9.99,0.0,-9.99,SE,reconciliation
2012,691,signup,2021-06-19,,Free,0.0,0.0,0.0,JP,paid_search
2013,691,upgrade,2021-09-23,Free,Premium,0.0,9.99,9.99,JP,referral
2014,691,retention,2022-02-08,Premium,Premium,9.99,9.99,0.0,JP,social_ad
2015,691,downgrade,2022-02-25,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
2016,708,signup,2021-01-04,,Free,0.0,0.0,0.0,FR,organic
2017,708,churn,2021-03-06,Free,Free,0.0,0.0,0.0,FR,content_launch
2018,708,churn,2021-08-25,Free,Free,0.0,0.0,0.0,FR,paid_search
2019,708,upgrade,2021-11-02,Free,Family,0.0,14.99,14.99,FR,paid_search
2020,708,retention,2022-02-22,Family,Family,14.99,14.99,0.0,FR,organic
2021,708,retention,2023-01-24,Family,Family,14.99,14.99,0.0,DE,retention_email
2022,708,churn,2023-08-12,Family,Free,14.99,0.0,-14.99,FR,retention_email
2023,708,upgrade,2024-12-03,Free,Family,0.0,14.99,14.99,FR,reconciliation
2024,363,signup,2023-04-17,,Free,0.0,0.0,0.0,US,organic
2025,363,churn,2023-09-03,Free,Free,0.0,0.0,0.0,US,retention_email
2026,363,upgrade,2023-11-03,Free,Premium,0.0,9.99,9.99,US,organic
2027,363,downgrade,2024-01-12,Premium,Free,9.99,0.0,-9.99,US,reconciliation
2028,724,signup,2022-06-29,,Free,0.0,0.0,0.0,AU,paid_search
2029,724,retention,2022-09-07,Free,Free,0.0,0.0,0.0,AU,retention_email
2030,724,churn,2023-03-28,Free,Free,0.0,0.0,0.0,AU,social_ad
2031,724,upgrade,2023-04-21,Free,Family,0.0,14.99,14.99,AU,reconciliation
2032,383,signup,2022-04-23,,Free,0.0,0.0,0.0,GB,organic
2033,383,retention,2023-07-19,Free,Free,0.0,0.0,0.0,AU,retention_email
2034,383,upgrade,2023-11-04,Free,Premium,0.0,9.99,9.99,GB,paid_search
2035,383,retention,2023-11-23,Premium,Premium,9.99,9.99,0.0,BR,billing_failure
2036,383,retention,2024-02-12,Premium,Premium,9.99,9.99,0.0,GB,price_promo
2037,383,upgrade,2024-05-10,Premium,Family,9.99,14.99,5.0,GB,reconciliation
2038,996,signup,2023-10-26,,Free,0.0,0.0,0.0,AU,organic
2039,996,churn,2023-12-09,Free,Free,0.0,0.0,0.0,AU,paid_search
2040,996,churn,2024-07-08,Free,Free,0.0,0.0,0.0,AU,content_launch
2041,996,retention,2024-10-03,Free,Free,0.0,0.0,0.0,AU,organic
2042,996,upgrade,2024-12-31,Free,Premium,0.0,9.99,9.99,AU,reconciliation
2043,862,signup,2023-10-11,,Premium,0.0,9.99,9.99,US,paid_search
2044,862,retention,2023-11-25,Premium,Premium,9.99,9.99,0.0,US,retention_email
2045,862,retention,2024-02-01,Premium,Premium,9.99,9.99,0.0,AU,billing_failure
2046,862,retention,2024-08-09,Premium,Premium,9.99,9.99,0.0,US,social_ad
2047,862,upgrade,2024-10-24,Premium,Family,9.99,14.99,5.0,US,reconciliation
2048,995,signup,2022-01-06,,Premium,0.0,9.99,9.99,US,paid_search
2049,995,retention,2022-08-15,Premium,Premium,9.99,9.99,0.0,US,content_launch
2050,995,retention,2022-09-21,Premium,Premium,9.99,9.99,0.0,US,paid_search
2051,995,upgrade,2023-01-03,Premium,Family,9.99,14.99,5.0,US,social_ad
2052,995,retention,2023-01-24,Family,Family,14.99,14.99,0.0,US,retention_email
2053,995,downgrade,2023-07-22,Family,Premium,14.99,9.99,-5.0,US,reconciliation
2054,465,signup,2022-07-17,,Free,0.0,0.0,0.0,SE,referral
2055,465,upgrade,2022-08-01,Free,Family,0.0,14.99,14.99,SE,billing_failure
2056,465,retention,2023-04-21,Family,Family,14.99,14.99,0.0,SE,referral
2057,465,downgrade,2023-06-05,Family,Premium,14.99,9.99,-5.0,SE,billing_failure
2058,866,signup,2023-10-20,,Premium,0.0,9.99,9.99,GB,organic
2059,866,retention,2023-12-02,Premium,Premium,9.99,9.99,0.0,GB,billing_failure
2060,866,retention,2023-12-23,Premium,Premium,9.99,9.99,0.0,GB,referral
2061,866,upgrade,2024-01-22,Premium,Family,9.99,14.99,5.0,GB,reconciliation
2062,90,signup,2023-02-11,,Free,0.0,0.0,0.0,JP,organic
2063,90,upgrade,2023-04-24,Free,Family,0.0,14.99,14.99,JP,billing_failure
2064,90,downgrade,2023-05-18,Family,Premium,14.99,9.99,-5.0,JP,social_ad
2065,90,downgrade,2024-06-03,Premium,Free,9.99,0.0,-9.99,JP,reconciliation
2066,738,signup,2021-03-01,,Premium,0.0,9.99,9.99,JP,social_ad
2067,738,retention,2021-06-13,Premium,Premium,9.99,9.99,0.0,JP,organic
2068,738,churn,2022-04-11,Premium,Free,9.99,0.0,-9.99,JP,content_launch
2069,738,upgrade,2023-01-29,Free,Premium,0.0,9.99,9.99,JP,content_launch
2070,738,retention,2023-07-19,Premium,Premium,9.99,9.99,0.0,JP,organic
2071,116,signup,2021-08-01,,Premium,0.0,9.99,9.99,FR,paid_search
2072,116,churn,2021-10-06,Premium,Free,9.99,0.0,-9.99,FR,referral
2073,116,churn,2022-03-26,Free,Free,0.0,0.0,0.0,FR,social_ad
2074,339,signup,2024-02-01,,Free,0.0,0.0,0.0,AU,paid_search
2075,339,upgrade,2024-09-03,Free,Premium,0.0,9.99,9.99,AU,billing_failure
2076,170,signup,2023-07-13,,Family,0.0,14.99,14.99,GB,organic
2077,170,churn,2023-09-03,Family,Free,14.99,0.0,-14.99,GB,retention_email
2078,170,retention,2023-11-25,Free,Free,0.0,0.0,0.0,GB,referral
2079,170,churn,2024-03-05,Free,Free,0.0,0.0,0.0,GB,content_launch
2080,170,churn,2024-04-13,Free,Free,0.0,0.0,0.0,GB,social_ad
2081,170,upgrade,2024-06-10,Free,Family,0.0,14.99,14.99,GB,reconciliation
2082,114,signup,2023-01-18,,Premium,0.0,9.99,9.99,CA,paid_search
2083,114,churn,2023-03-25,Premium,Free,9.99,0.0,-9.99,CA,content_launch
2084,114,upgrade,2023-12-17,Free,Premium,0.0,9.99,9.99,CA,social_ad
2085,114,upgrade,2024-06-09,Premium,Family,9.99,14.99,5.0,CA,reconciliation
2086,772,signup,2021-09-11,,Free,0.0,0.0,0.0,US,podcast_ad
2087,772,upgrade,2022-09-25,Free,Premium,0.0,9.99,9.99,US,referral
2088,772,retention,2022-12-08,Premium,Premium,9.99,9.99,0.0,US,referral
2089,772,retention,2023-01-02,Premium,Premium,9.99,9.99,0.0,US,content_launch
2090,772,retention,2023-02-12,Premium,Premium,9.99,9.99,0.0,US,paid_search
2091,102,signup,2024-09-27,,Free,0.0,0.0,0.0,SE,social_ad
2092,102,upgrade,2024-10-26,Free,Premium,0.0,9.99,9.99,SE,organic
2093,102,downgrade,2024-12-18,Premium,Free,9.99,0.0,-9.99,FR,price_promo
2094,102,upgrade,2024-12-31,Free,Premium,0.0,9.99,9.99,SE,reconciliation
2095,661,signup,2022-11-15,,Free,0.0,0.0,0.0,BR,organic
2096,661,churn,2023-03-02,Free,Free,0.0,0.0,0.0,BR,billing_failure
2097,661,upgrade,2023-05-27,Free,Family,0.0,14.99,14.99,BR,retention_email
2098,661,downgrade,2023-08-25,Family,Free,14.99,0.0,-14.99,BR,retention_email
2099,661,upgrade,2024-01-19,Free,Family,0.0,14.99,14.99,BR,referral
2100,661,retention,2024-04-21,Family,Family,14.99,14.99,0.0,BR,content_launch
2101,908,signup,2024-11-07,,Free,0.0,0.0,0.0,GB,social_ad
2102,660,signup,2024-11-21,,Free,0.0,0.0,0.0,FR,podcast_ad
2103,660,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,FR,reconciliation
2104,571,signup,2024-12-26,,Free,0.0,0.0,0.0,DE,organic
2105,571,upgrade,2024-12-31,Free,Family,0.0,14.99,14.99,DE,reconciliation
2106,396,signup,2023-09-05,,Free,0.0,0.0,0.0,JP,paid_search
2107,396,upgrade,2024-02-12,Free,Family,0.0,14.99,14.99,JP,referral
2108,396,downgrade,2024-07-06,Family,Premium,14.99,9.99,-5.0,JP,billing_failure
2109,891,signup,2022-10-22,,Free,0.0,0.0,0.0,ZA,paid_search
2110,891,retention,2023-06-27,Free,Free,0.0,0.0,0.0,ZA,social_ad
2111,891,upgrade,2023-07-27,Free,Premium,0.0,9.99,9.99,ZA,billing_failure
2112,891,churn,2023-11-15,Premium,Free,9.99,0.0,-9.99,ZA,organic
2113,891,retention,2023-12-08,Free,Free,0.0,0.0,0.0,ZA,billing_failure
2114,891,upgrade,2024-07-21,Free,Premium,0.0,9.99,9.99,ZA,reconciliation
2115,564,signup,2022-06-23,,Free,0.0,0.0,0.0,ZA,organic
2116,564,retention,2023-03-18,Free,Free,0.0,0.0,0.0,ZA,billing_failure
2117,509,signup,2022-09-11,,Free,0.0,0.0,0.0,JP,organic
2118,509,upgrade,2022-10-22,Free,Premium,0.0,9.99,9.99,JP,content_launch
2119,509,churn,2022-11-29,Premium,Free,9.99,0.0,-9.99,JP,content_launch
2120,509,churn,2023-08-04,Free,Free,0.0,0.0,0.0,JP,retention_email
2121,509,retention,2023-12-15,Free,Free,0.0,0.0,0.0,JP,social_ad
2122,509,upgrade,2024-03-02,Free,Premium,0.0,9.99,9.99,JP,reconciliation
2123,727,signup,2021-11-25,,Family,0.0,14.99,14.99,GB,paid_search
2124,727,churn,2021-12-28,Family,Free,14.99,0.0,-14.99,GB,organic
2125,727,upgrade,2022-02-25,Free,Family,0.0,14.99,14.99,GB,reconciliation
2126,705,signup,2023-05-03,,Free,0.0,0.0,0.0,SE,organic
2127,705,upgrade,2023-07-13,Free,Premium,0.0,9.99,9.99,SE,retention_email
2128,705,retention,2023-09-17,Premium,Premium,9.99,9.99,0.0,SE,content_launch
2129,831,signup,2024-04-27,,Premium,0.0,9.99,9.99,CA,organic
2130,831,churn,2024-12-24,Premium,Free,9.99,0.0,-9.99,CA,billing_failure
2131,337,signup,2021-08-22,,Premium,0.0,9.99,9.99,FR,social_ad
2132,337,upgrade,2022-03-11,Premium,Family,9.99,14.99,5.0,FR,social_ad
2133,337,downgrade,2022-07-05,Family,Premium,14.99,9.99,-5.0,FR,social_ad
2134,779,signup,2022-09-17,,Premium,0.0,9.99,9.99,DE,referral
2135,779,churn,2023-03-02,Premium,Free,9.99,0.0,-9.99,DE,social_ad
2136,779,upgrade,2023-05-01,Free,Premium,0.0,9.99,9.99,DE,reconciliation
2137,679,signup,2022-11-08,,Free,0.0,0.0,0.0,US,organic
2138,679,upgrade,2022-12-16,Free,Premium,0.0,9.99,9.99,US,social_ad
2139,679,upgrade,2024-01-29,Premium,Family,9.99,14.99,5.0,US,content_launch
2140,679,retention,2024-04-04,Family,Family,14.99,14.99,0.0,US,social_ad
2141,508,signup,2022-06-29,,Premium,0.0,9.99,9.99,FR,referral
2142,508,downgrade,2022-12-15,Premium,Free,9.99,0.0,-9.99,FR,organic
2143,508,churn,2023-06-13,Free,Free,0.0,0.0,0.0,FR,price_promo
2144,508,retention,2023-07-16,Free,Free,0.0,0.0,0.0,FR,social_ad
2145,508,upgrade,2023-09-06,Free,Premium,0.0,9.99,9.99,FR,content_launch
2146,491,signup,2022-09-27,,Premium,0.0,9.99,9.99,DE,organic
2147,491,retention,2022-11-07,Premium,Premium,9.99,9.99,0.0,DE,organic
2148,491,upgrade,2023-04-18,Premium,Family,9.99,14.99,5.0,ZA,billing_failure
2149,491,churn,2024-03-05,Family,Free,14.99,0.0,-14.99,DE,billing_failure
2150,491,upgrade,2024-04-29,Free,Premium,0.0,9.99,9.99,DE,referral
2151,491,upgrade,2024-09-29,Premium,Family,9.99,14.99,5.0,DE,price_promo
2152,491,downgrade,2024-12-28,Family,Free,14.99,0.0,-14.99,DE,reconciliation
2153,794,signup,2021-12-11,,Free,0.0,0.0,0.0,GB,referral
2154,794,upgrade,2022-03-03,Free,Premium,0.0,9.99,9.99,GB,referral
2155,794,retention,2022-06-24,Premium,Premium,9.99,9.99,0.0,GB,billing_failure
2156,248,signup,2022-02-04,,Free,0.0,0.0,0.0,BR,referral
2157,248,upgrade,2022-02-26,Free,Premium,0.0,9.99,9.99,BR,reconciliation
